query name	subject	percent identities	aligned length	number of mismatched positions	number of gap positions	query sequence start	query sequence end	subject sequence start	subject sequence end	e-value	bit score
A_07_P000199	ECs3976	98.33	60	1	0	1	60	655	714	1e-25	111
A_07_P009656	ECs0657	100.00	60	0	0	1	60	688	747	5e-28	119
A_07_P054315	ECs2112	100.00	60	0	0	1	60	643	702	5e-28	119
A_07_P045714	ECs3825	100.00	60	0	0	1	60	356	415	5e-28	119
A_07_P017743	ECs4194	95.00	60	3	0	1	60	217	276	7e-21	95.6
A_07_P018541	ECs2405	100.00	60	0	0	1	60	826	885	5e-28	119
A_07_P004911	ECs0978	98.33	60	1	0	1	60	1210	1269	1e-25	111
A_07_P008942	ECs5042	98.33	60	1	0	1	60	217	276	1e-25	111
A_07_P056183	ECs3719	100.00	60	0	0	1	60	676	735	5e-28	119
A_07_P061170	ECs1643	100.00	60	0	0	1	60	1793	1852	5e-28	119
A_07_P033856	ECs1014	98.33	60	1	0	1	60	1087	1028	1e-25	111
A_07_P063461	ECs3837	100.00	60	0	0	1	60	445	504	5e-28	119
A_07_P008994	ECs5052	100.00	60	0	0	1	60	885	944	5e-28	119
A_07_P035329	ECs2556	98.33	60	1	0	1	60	552	493	1e-25	111
A_07_P015292	ECs2787	100.00	60	0	0	1	60	98	157	5e-28	119
A_07_P044932	ECs2789	100.00	60	0	0	1	60	121	180	5e-28	119
A_07_P000956	ECs3117	98.33	60	1	0	1	60	2048	2107	1e-25	111
A_07_P005491	ECs4651	100.00	60	0	0	1	60	897	956	5e-28	119
A_07_P009911	ECs0709	98.33	60	1	0	1	60	1315	1374	1e-25	111
A_07_P011148	ECs5064	98.33	60	1	0	1	60	718	777	1e-25	111
A_07_P061376	ECs4984	100.00	60	0	0	1	60	1066	1125	5e-28	119
A_07_P049185	ECs0092	100.00	60	0	0	1	60	605	664	5e-28	119
A_07_P055081	ECs2633	100.00	60	0	0	1	60	2612	2671	5e-28	119
A_07_P011578	ECs5148	100.00	60	0	0	1	60	79	138	5e-28	119
A_07_P049582	ECs4506	100.00	60	0	0	1	60	871	930	5e-28	119
A_07_P053768	ECs0326	100.00	60	0	0	1	60	130	189	5e-28	119
A_07_P047279	ECs5050	100.00	60	0	0	1	60	193	252	5e-28	119
A_07_P011231	ECs5082	98.33	60	1	0	1	60	720	779	1e-25	111
A_07_P012545	ECs4092	98.33	60	1	0	1	60	590	649	1e-25	111
A_07_P060342	ECs1359	100.00	60	0	0	1	60	150	209	5e-28	119
A_07_P015223	ECs2711	100.00	60	0	0	1	60	579	638	5e-28	119
A_07_P046708	ECs1305	100.00	60	0	0	1	60	2302	2361	5e-28	119
A_07_P060911	ECs1578	100.00	60	0	0	1	60	103	162	5e-28	119
A_07_P041354	ECs4776	100.00	60	0	0	1	60	413	472	5e-28	119
A_07_P055457	ECs2775	100.00	60	0	0	1	60	3902	3961	5e-28	119
A_07_P045211	lcl|NC_002128.1_gene_34	100.00	60	0	0	1	60	1012	1071	5e-28	119
A_07_P018877	ECs2472	100.00	57	0	0	4	60	1648	1704	3e-26	113
A_07_P051581	ECs1251	100.00	60	0	0	1	60	478	537	5e-28	119
A_07_P057437	ECs4564	100.00	60	0	0	1	60	434	493	5e-28	119
A_07_P013925	ECs3211	98.31	59	1	0	1	59	331	389	5e-25	109
A_07_P063380	ECs3314	100.00	60	0	0	1	60	642	701	5e-28	119
A_07_P045803	ECs3869	100.00	60	0	0	1	60	290	349	2e-15	77.8
A_07_P010091	ECs0740	100.00	60	0	0	1	60	550	609	5e-28	119
A_07_P008831	ECs5021	96.36	55	2	0	4	58	1517	1571	3e-20	93.7
A_07_P012858	ECs4151	98.33	60	1	0	1	60	883	942	1e-25	111
A_07_P018557	ECs2408	98.33	60	1	0	1	60	1469	1528	4e-13	69.9
A_07_P003439	ECs3022	98.33	60	1	0	1	60	470	529	1e-25	111
A_07_P017305	ECs4615	100.00	57	0	0	1	57	48	104	3e-26	113
A_07_P014030	ECs3231	96.67	60	2	0	1	60	1070	1129	3e-23	103
A_07_P039117	ECs4742	93.33	60	4	0	1	60	520	579	2e-18	87.7
A_07_P053270	ECs3225	100.00	60	0	0	1	60	688	747	5e-28	119
A_07_P004340	ECs0855	98.33	60	1	0	1	60	496	555	1e-25	111
A_07_P005693	ECs4696	98.33	60	1	0	1	60	1369	1428	1e-25	111
A_07_P055640	ECs2847	100.00	60	0	0	1	60	935	994	5e-28	119
A_07_P035537	ECs4070	100.00	60	0	0	1	60	229	288	5e-28	119
A_07_P063629	ECs4759	100.00	60	0	0	1	60	2025	2084	5e-28	119
A_07_P007143	ECs1741	100.00	60	0	0	1	60	2562	2621	5e-28	119
A_07_P043268	ECs3685	100.00	60	0	0	1	60	359	418	5e-28	119
A_07_P017000	ECs4489	98.33	60	1	0	1	60	205	264	1e-25	111
A_07_P009887	ECs0704	90.00	60	6	0	1	60	1461	1520	1e-13	71.9
A_07_P043281	ECs3711	100.00	60	0	0	1	60	229	288	5e-28	119
A_07_P011938	ECs3835	100.00	60	0	0	1	60	79	138	5e-28	119
A_07_P007596	ECs4413	100.00	60	0	0	1	60	2300	2359	5e-28	119
A_07_P016066	ECs2588	93.33	60	4	0	1	60	334	393	2e-18	87.7
A_07_P058001	ECs4946	100.00	60	0	0	1	60	858	917	5e-28	119
A_07_P062346	ECs1247	100.00	60	0	0	1	60	247	306	5e-28	119
A_07_P057381	ECs4553	100.00	60	0	0	1	60	349	408	5e-28	119
A_07_P059299	repA	100.00	60	0	0	1	60	387	446	5e-28	119
A_07_P057803	ECs4803	100.00	60	0	0	1	60	1017	1076	5e-28	119
A_07_P054426	ECs2948	100.00	60	0	0	1	60	202	261	5e-28	119
A_07_P048000	ECs2142	100.00	60	0	0	1	60	206	147	5e-28	119
A_07_P030547	ECs3539	96.43	56	2	0	1	56	865	920	7e-21	95.6
A_07_P043332	ECs0231	100.00	60	0	0	1	60	1128	1187	5e-28	119
A_07_P049622	ECs4537	100.00	60	0	0	1	60	589	648	5e-28	119
A_07_P013386	ECs3328	100.00	60	0	0	1	60	816	875	5e-28	119
A_07_P059621	ECs0233	100.00	60	0	0	1	60	269	328	5e-28	119
A_07_P050567	ECs2174	100.00	60	0	0	1	60	73	132	5e-28	119
A_07_P046123	ECs4308	100.00	60	0	0	1	60	54	113	5e-28	119
A_07_P057596	ECs4604	100.00	60	0	0	1	60	727	786	5e-28	119
A_07_P061555	ECs5078	100.00	60	0	0	1	60	6	65	5e-28	119
A_07_P015330	ECs1396	96.67	60	2	0	1	60	2567	2626	3e-23	103
A_07_P001859	ECs3540	100.00	60	0	0	1	60	779	838	5e-28	119
A_07_P047554	ECs5303	100.00	60	0	0	1	60	5	64	5e-28	119
A_07_P012932	ECs4166	100.00	60	0	0	1	60	249	308	5e-28	119
A_07_P058118	ECs1700	100.00	60	0	0	1	60	30	89	5e-28	119
A_07_P003657	ECs5199	100.00	57	0	0	1	57	3646	3702	3e-26	113
A_07_P000616	ECs4060	98.33	60	1	0	1	60	334	393	1e-25	111
A_07_P010275	ECs5365	100.00	60	0	0	1	60	159	218	5e-28	119
A_07_P004899	ECs0975	100.00	60	0	0	1	60	3542	3601	5e-28	119
A_07_P038777	ECs1704	96.43	56	2	0	1	56	160	215	7e-21	95.6
A_07_P047332	ECs5083	100.00	60	0	0	1	60	18	77	5e-28	119
A_07_P062271	ECs1232	100.00	60	0	0	1	60	1458	1517	5e-28	119
A_07_P048072	ECs2074	100.00	60	0	0	1	60	550	609	5e-28	119
A_07_P008412	ECs0397	98.33	60	1	0	1	60	2544	2603	1e-25	111
A_07_P045588	ECs3728	100.00	60	0	0	1	60	149	208	5e-28	119
A_07_P043380	ECs0257	100.00	60	0	0	1	60	1435	1494	5e-28	119
A_07_P012850	ECs4149	98.33	60	1	0	1	60	124	183	1e-25	111
A_07_P061472	ECs5003	100.00	60	0	0	1	60	705	764	5e-28	119
A_07_P002692	ECs0150	100.00	60	0	0	1	60	632	691	5e-28	119
A_07_P020828	ECs2348	98.33	60	1	0	1	60	151	210	1e-25	111
A_07_P000792	ECs3090	100.00	60	0	0	1	60	15	74	5e-28	119
A_07_P044295	ECs2274	100.00	60	0	0	1	60	285	344	5e-28	119
A_07_P056037	ECs3605	100.00	60	0	0	1	60	1115	1174	5e-28	119
A_07_P053986	ECs0422	100.00	60	0	0	1	60	459	518	5e-28	119
A_07_P012853	ECs4150	92.98	57	4	0	4	60	345	401	1e-16	81.8
A_07_P019451	ECs4862	100.00	60	0	0	1	60	2134	2193	5e-28	119
A_07_P000922	ECs3111	98.33	60	1	0	1	60	4172	4231	1e-25	111
A_07_P051181	ECs2248	100.00	60	0	0	1	60	316	375	5e-28	119
A_07_P021047	ECs0436	100.00	60	0	0	1	60	2	61	5e-28	119
A_07_P016197	ECs2614	95.00	60	3	0	1	60	178	237	7e-21	95.6
A_07_P050378	ECs1574	100.00	60	0	0	1	60	664	723	2e-15	77.8
A_07_P062686	ECs1339	100.00	60	0	0	1	60	1372	1431	5e-28	119
A_07_P013874	ECs3201	100.00	60	0	0	1	60	509	568	5e-28	119
A_07_P054000	ECs0428	100.00	60	0	0	1	60	640	699	5e-28	119
A_07_P042770	ECs3256	100.00	60	0	0	1	60	154	213	5e-28	119
A_07_P018392	ECs2375	98.33	60	1	0	1	60	1399	1458	1e-25	111
A_07_P061991	ECs1173	100.00	60	0	0	1	60	124	183	5e-28	119
A_07_P003484	ECs3036	100.00	60	0	0	1	60	491	550	5e-28	119
A_07_P061343	ECs4977	100.00	60	0	0	1	60	297	356	5e-28	119
A_07_P060402	ECs1375	100.00	60	0	0	1	60	126	185	5e-28	119
A_07_P019392	ECs4848	98.25	57	1	0	1	57	331	387	7e-24	105
A_07_P002353	ECs3641	98.33	60	1	0	1	60	239	298	1e-25	111
A_07_P021120	ECs0451	100.00	60	0	0	1	60	1041	1100	5e-28	119
A_07_P061127	ECs2174	100.00	60	0	0	1	60	73	132	5e-28	119
A_07_P047871	ECs1096	100.00	60	0	0	1	60	348	407	5e-28	119
A_07_P058641	ECs1953	100.00	60	0	0	1	60	938	997	5e-28	119
A_07_P045376	ECs2990	100.00	60	0	0	1	60	503	562	5e-28	119
A_07_P006278	ECs3715	100.00	60	0	0	1	60	382	441	5e-28	119
A_07_P056766	ECs0820	100.00	60	0	0	1	60	179	238	5e-28	119
A_07_P014418	ECs1860	100.00	60	0	0	1	60	1048	1107	5e-28	119
A_07_P002888	ECs0188	98.33	60	1	0	1	60	1748	1807	1e-25	111
A_07_P016031	ECs2581	100.00	60	0	0	1	60	525	584	5e-28	119
A_07_P042184	ECs1264	98.33	60	1	0	1	60	952	1011	1e-25	111
A_07_P046606	ECs0937	100.00	60	0	0	1	60	58	117	5e-28	119
A_07_P056172	ECs3717	100.00	60	0	0	1	60	257	316	5e-28	119
A_07_P017261	ECs4602	98.33	60	1	0	1	60	669	728	1e-25	111
A_07_P042371	ECs2460	100.00	60	0	0	1	60	149	208	5e-28	119
A_07_P062080	ECs1191	100.00	60	0	0	1	60	184	243	5e-28	119
A_07_P000733	ECs3079	100.00	60	0	0	1	60	23	82	5e-28	119
A_07_P046980	ECs1376	100.00	60	0	0	1	60	137	196	5e-28	119
A_07_P015279	ECs2784	98.33	60	1	0	1	60	753	812	1e-25	111
A_07_P006851	ECs1675	100.00	60	0	0	1	60	487	546	5e-28	119
A_07_P020911	ECs0412	100.00	60	0	0	1	60	238	297	5e-28	119
A_07_P044427	ECs2427	100.00	60	0	0	1	60	1642	1701	5e-28	119
A_07_P018856	ECs2468	100.00	60	0	0	1	60	760	819	5e-28	119
A_07_P055869	ECs3488	100.00	60	0	0	1	60	269	328	5e-28	119
A_07_P060489	ECs1393	100.00	60	0	0	1	60	34	93	5e-28	119
A_07_P049797	ECs4581	100.00	60	0	0	1	60	595	654	5e-28	119
A_07_P031277	ECs1656	100.00	60	0	0	1	60	256	315	5e-28	119
A_07_P037257	ECs5307	100.00	60	0	0	1	60	1292	1351	5e-28	119
A_07_P044705	ECs2703	100.00	60	0	0	1	60	328	387	5e-28	119
A_07_P052489	ECs1890	100.00	60	0	0	1	60	693	752	5e-28	119
A_07_P037325	ECs5328	98.28	58	1	0	1	58	137	194	2e-24	107
A_07_P005662	ECs4690	100.00	60	0	0	1	60	292	351	5e-28	119
A_07_P046624	ECs0941	100.00	60	0	0	1	60	133	192	5e-28	119
A_07_P058029	ECs4951	100.00	60	0	0	1	60	170	229	5e-28	119
A_07_P047500	ECs5264	100.00	60	0	0	1	60	1966	2025	5e-28	119
A_07_P009633	ECs2116	100.00	60	0	0	1	60	1342	1401	5e-28	119
A_07_P052507	ECs1859	100.00	60	0	0	1	60	1809	1868	5e-28	119
A_07_P049589	ECs4507	100.00	60	0	0	1	60	931	990	5e-28	119
A_07_P061485	ECs5021	100.00	60	0	0	1	60	1471	1530	5e-28	119
A_07_P001396	ECs1414	96.67	60	2	0	1	60	392	451	3e-23	103
A_07_P060314	ECs1353	100.00	60	0	0	1	60	244	303	5e-28	119
A_07_P015536	ECs2849	93.33	60	4	0	1	60	73	132	2e-18	87.7
A_07_P008744	ECs4938	100.00	60	0	0	1	60	1340	1399	5e-28	119
A_07_P041082	ECs0988	100.00	58	0	0	3	60	1273	1330	8e-27	115
A_07_P052190	ECs4418	100.00	60	0	0	1	60	1593	1652	5e-28	119
A_07_P004406	ECs0869	100.00	60	0	0	1	60	345	404	5e-28	119
A_07_P009389	ECs0245	100.00	60	0	0	1	60	925	984	5e-28	119
A_07_P047324	ECs5074	100.00	60	0	0	1	60	2132	2191	5e-28	119
A_07_P046689	ECs1302	100.00	60	0	0	1	60	199	258	5e-28	119
A_07_P020964	ECs0422	91.67	60	5	0	1	60	629	688	4e-16	79.8
A_07_P052863	ECs2974	100.00	60	0	0	1	60	885	944	5e-28	119
A_07_P050247	ECs1534	100.00	60	0	0	1	60	199	258	5e-28	119
A_07_P045049	ECs2844	100.00	60	0	0	1	60	1059	1118	5e-28	119
A_07_P040724	ECs1409	95.00	60	2	1	1	60	766	824	2e-18	87.7
A_07_P016218	ECs0539	95.00	60	3	0	1	60	1226	1285	7e-21	95.6
A_07_P004207	ECs5299	98.33	60	1	0	1	60	1139	1198	1e-25	111
A_07_P000240	ECs3984	96.67	60	2	0	1	60	874	933	3e-23	103
A_07_P018385	ECs2373	95.00	60	3	0	1	60	1120	1179	7e-21	95.6
A_07_P019661	ECs3418	100.00	60	0	0	1	60	376	435	5e-28	119
A_07_P050311	ECs2240	100.00	60	0	0	1	60	295	354	5e-28	119
A_07_P020239	ECs2125	100.00	60	0	0	1	60	146	205	5e-28	119
A_07_P047469	ECs5258	100.00	60	0	0	1	60	1513	1572	5e-28	119
A_07_P015288	ECs2786	95.00	60	3	0	1	60	636	695	7e-21	95.6
A_07_P015207	ECs2708	100.00	60	0	0	1	60	238	297	5e-28	119
A_07_P018450	ECs2386	98.33	60	1	0	1	60	242	301	1e-25	111
A_07_P017347	ECs4623	98.33	60	1	0	1	60	668	727	1e-25	111
A_07_P055109	ECs2639	100.00	60	0	0	1	60	405	464	5e-28	119
A_07_P016729	ECs0633	100.00	60	0	0	1	60	1217	1276	5e-28	119
A_07_P050610	ECs1643	100.00	60	0	0	1	60	998	1057	5e-28	119
A_07_P058147	ECs1724	100.00	60	0	0	1	60	180	239	5e-28	119
A_07_P013420	ECs3334	100.00	60	0	0	1	60	1038	1097	5e-28	119
A_07_P050784	ECs1721	100.00	60	0	0	1	60	861	920	5e-28	119
A_07_P035606	ECs0004	98.33	60	1	0	1	60	458	517	1e-25	111
A_07_P019579	ECs3401	98.33	60	1	0	1	60	1081	1140	1e-25	111
A_07_P033274	ECs0654	96.67	60	2	0	1	60	687	628	3e-23	103
A_07_P011139	ECs5062	98.33	60	1	0	1	60	598	657	1e-25	111
A_07_P013465	ECs3343	98.33	60	1	0	1	60	191	250	1e-25	111
A_07_P061048	ECs1611	100.00	60	0	0	1	60	66	125	5e-28	119
A_07_P034926	ECs2067	92.00	50	4	0	11	60	793	842	2e-12	67.9
A_07_P005436	ECs4636	98.33	60	1	0	1	60	440	499	1e-25	111
A_07_P034657	ECs4379	100.00	60	0	0	1	60	749	808	5e-28	119
A_07_P016559	ECs1627	100.00	60	0	0	1	60	143	202	5e-28	119
A_07_P046291	ECs0755	100.00	60	0	0	1	60	779	838	5e-28	119
A_07_P053319	ECs3239	100.00	60	0	0	1	60	117	176	5e-28	119
A_07_P049514	ECs4474	100.00	60	0	0	1	60	56	115	5e-28	119
A_07_P046575	ECs0870	100.00	60	0	0	1	60	964	1023	5e-28	119
A_07_P013766	ECs3180	100.00	60	0	0	1	60	293	352	5e-28	119
A_07_P044507	ECs2530	100.00	60	0	0	1	60	254	313	5e-28	119
A_07_P055349	ECs2751	100.00	60	0	0	1	60	256	315	5e-28	119
A_07_P054623	ECs2212	100.00	60	0	0	1	60	134	193	5e-28	119
A_07_P062732	ECs1348	100.00	60	0	0	1	60	715	774	5e-28	119
A_07_P049632	ECs4541	100.00	60	0	0	1	60	56	115	5e-28	119
A_07_P017753	ECs4196	98.28	58	1	0	1	58	98	155	2e-24	107
A_07_P018489	ECs2394	100.00	60	0	0	1	60	2495	2554	5e-28	119
A_07_P045284	ECs2246	100.00	60	0	0	1	60	68	127	5e-28	119
A_07_P013542	ECs3359	100.00	60	0	0	1	60	1067	1126	5e-28	119
A_07_P042155	ECs1001	96.67	60	2	0	1	60	605	664	3e-23	103
A_07_P004484	ECs0884	100.00	60	0	0	1	60	127	186	5e-28	119
A_07_P001737	ECs1485	100.00	60	0	0	1	60	889	948	5e-28	119
A_07_P055443	ECs2771	100.00	60	0	0	1	60	21	80	5e-28	119
A_07_P018508	ECs2398	98.28	58	1	0	1	58	1146	1203	2e-24	107
A_07_P060432	ECs1381	100.00	60	0	0	1	60	6	65	5e-28	119
A_07_P002324	ECs3631	100.00	56	0	0	5	60	1197	1252	1e-25	111
A_07_P048153	ECs2028	100.00	60	0	0	1	60	691	750	5e-28	119
A_07_P013660	ECs3386	100.00	56	0	0	5	60	4522	4577	1e-25	111
A_07_P054012	ECs0443	100.00	60	0	0	1	60	376	435	5e-28	119
A_07_P045323	ECs2974	100.00	60	0	0	1	60	885	944	5e-28	119
A_07_P003562	ECs3052	100.00	60	0	0	1	60	806	865	5e-28	119
A_07_P051877	ECs0194	100.00	60	0	0	1	60	11	70	5e-28	119
A_07_P050726	ECs1689	100.00	60	0	0	1	60	156	215	5e-28	119
A_07_P048542	ECs1613	100.00	60	0	0	1	60	244	303	5e-28	119
A_07_P054247	ECs2044	100.00	60	0	0	1	60	1038	1097	5e-28	119
A_07_P050158	ECs1512	100.00	60	0	0	1	60	243	302	5e-28	119
A_07_P006050	ECs3670	93.33	60	4	0	1	60	626	685	2e-18	87.7
A_07_P054922	ECs2471	100.00	60	0	0	1	60	405	464	5e-28	119
A_07_P045591	ECs3729	100.00	60	0	0	1	60	181	240	5e-28	119
A_07_P045796	ECs3868	100.00	60	0	0	1	60	80	139	5e-28	119
A_07_P008356	ECs0386	100.00	60	0	0	1	60	1071	1130	5e-28	119
A_07_P045401	ECs1176	100.00	60	0	0	1	60	358	417	5e-28	119
A_07_P010719	ECs0005	100.00	57	0	0	1	57	69	125	3e-26	113
A_07_P060748	ECs1537	100.00	60	0	0	1	60	159	218	5e-28	119
A_07_P019965	ECs3479	100.00	60	0	0	1	60	94	153	5e-28	119
A_07_P018406	ECs2378	100.00	60	0	0	1	60	93	152	5e-28	119
A_07_P054615	ECs2210	100.00	60	0	0	1	60	136	195	5e-28	119
A_07_P062008	ECs1176	100.00	60	0	0	1	60	102	161	5e-28	119
A_07_P044734	ECs2718	100.00	60	0	0	1	60	135	194	5e-28	119
A_07_P000381	ECs4010	100.00	60	0	0	1	60	333	392	2e-15	77.8
A_07_P016821	ECs0652	96.67	60	2	0	1	60	820	879	3e-23	103
A_07_P006554	ECs3788	100.00	60	0	0	1	60	847	906	5e-28	119
A_07_P063525	ECs4196	100.00	60	0	0	1	60	96	155	5e-28	119
A_07_P042745	ECs3242	100.00	60	0	0	1	60	794	853	5e-28	119
A_07_P019144	ECs4795	96.67	60	2	0	1	60	921	980	3e-23	103
A_07_P060389	ECs1370	100.00	60	0	0	1	60	1060	1119	5e-28	119
A_07_P047356	ECs5137	100.00	60	0	0	1	60	1278	1337	5e-28	119
A_07_P015748	ECs2520	100.00	60	0	0	1	60	13	72	5e-28	119
A_07_P014679	ECs1924	100.00	60	0	0	1	60	352	411	5e-28	119
A_07_P051039	ECs2770	100.00	60	0	0	1	60	1951	2010	5e-28	119
A_07_P048684	repA	100.00	60	0	0	1	60	137	196	5e-28	119
A_07_P058104	ECs1697	100.00	60	0	0	1	60	635	694	5e-28	119
A_07_P030001	ECs3263	95.00	60	3	0	1	60	2074	2133	7e-21	95.6
A_07_P062818	ECs2905	100.00	60	0	0	1	60	584	643	5e-28	119
A_07_P015051	ECs2677	98.33	60	1	0	1	60	1056	1115	1e-25	111
A_07_P042408	ECs2506	98.28	58	1	0	1	58	266	323	2e-24	107
A_07_P043874	ECs0493	100.00	60	0	0	1	60	2184	2243	5e-28	119
A_07_P004217	ECs5301	98.08	52	1	0	9	60	196	247	7e-21	95.6
A_07_P062218	ECs1221	100.00	60	0	0	1	60	2062	2121	5e-28	119
A_07_P039050	ECs4673	100.00	60	0	0	1	60	193	134	5e-28	119
A_07_P048537	ECs1589	100.00	60	0	0	1	60	240	299	5e-28	119
A_07_P010710	ECs0003	100.00	60	0	0	1	60	847	906	5e-28	119
A_07_P041395	ECs5081	100.00	60	0	0	1	60	540	599	5e-28	119
A_07_P011646	ECs5162	100.00	60	0	0	1	60	70	129	5e-28	119
A_07_P038419	ECs1176	96.67	60	1	1	1	60	93	151	7e-21	95.6
A_07_P002315	ECs3629	100.00	60	0	0	1	60	307	366	5e-28	119
A_07_P041169	ECs2448	93.33	60	4	0	1	60	287	346	2e-18	87.7
A_07_P009363	ECs2058	98.33	60	1	0	1	60	514	573	1e-25	111
A_07_P032402	ECs3158	94.44	54	3	0	1	54	286	339	3e-17	83.8
A_07_P005137	ECs1021	98.33	60	1	0	1	60	415	474	1e-25	111
A_07_P047778	ECs2204	100.00	60	0	0	1	60	470	529	5e-28	119
A_07_P008740	ECs4937	93.33	60	4	0	1	60	3551	3610	2e-18	87.7
A_07_P008233	ECs0346	95.00	60	3	0	1	60	461	520	7e-21	95.6
A_07_P052986	ECs1176	100.00	60	0	0	1	60	358	417	5e-28	119
A_07_P047460	ECs5256	100.00	60	0	0	1	60	1042	1101	5e-28	119
A_07_P018702	ECs2437	100.00	60	0	0	1	60	104	163	5e-28	119
A_07_P007178	ECs1748	98.33	60	1	0	1	60	259	318	1e-25	111
A_07_P020877	ECs2357	100.00	60	0	0	1	60	101	160	5e-28	119
A_07_P009747	ECs0674	100.00	60	0	0	1	60	57	116	5e-28	119
A_07_P052464	ECs2033	100.00	60	0	0	1	60	807	866	5e-28	119
A_07_P044304	ECs2275	100.00	60	0	0	1	60	466	525	5e-28	119
A_07_P032053	ECs2854	98.08	52	1	0	9	60	1264	1315	7e-21	95.6
A_07_P009406	ECs2066	98.33	60	1	0	1	60	469	528	1e-25	111
A_07_P057004	ECs0952	100.00	60	0	0	1	60	72	131	5e-28	119
A_07_P049680	ECs4557	100.00	60	0	0	1	60	868	927	5e-28	119
A_07_P031039	ECs0409	93.33	60	4	0	1	60	296	355	2e-18	87.7
A_07_P062456	ECs1288	100.00	60	0	0	1	60	1082	1141	5e-28	119
A_07_P061281	ECs4965	100.00	60	0	0	1	60	169	228	5e-28	119
A_07_P018497	ECs2396	98.33	60	1	0	1	60	325	384	1e-25	111
A_07_P018179	ECs4275	100.00	60	0	0	1	60	549	608	5e-28	119
A_07_P010729	ECs0007	100.00	60	0	0	1	60	1108	1167	5e-28	119
A_07_P052907	ECs2984	100.00	60	0	0	1	60	213	272	5e-28	119
A_07_P041659	ECs3555	100.00	60	0	0	1	60	442	501	5e-28	119
A_07_P018970	ECs4762	100.00	60	0	0	1	60	1264	1323	5e-28	119
A_07_P017462	ECs5312	100.00	60	0	0	1	60	50	109	5e-28	119
A_07_P006316	ECs3743	100.00	60	0	0	1	60	1043	1102	5e-28	119
A_07_P043044	ECs3511	100.00	60	0	0	1	60	1018	1077	5e-28	119
A_07_P062870	ECs5348	100.00	60	0	0	1	60	1129	1188	5e-28	119
A_07_P005892	ECs4735	100.00	60	0	0	1	60	310	369	5e-28	119
A_07_P002327	ECs3632	98.33	60	1	0	1	60	1395	1454	1e-25	111
A_07_P021498	ECs0531	100.00	60	0	0	1	60	1512	1571	5e-28	119
A_07_P021271	ECs0486	100.00	59	0	0	2	60	815	873	2e-27	117
A_07_P016486	ECs1615	98.21	56	1	0	1	56	1468	1523	3e-23	103
A_07_P060023	ECs4357	100.00	60	0	0	1	60	121	180	5e-28	119
A_07_P019396	ECs4849	100.00	60	0	0	1	60	341	400	5e-28	119
A_07_P006968	ECs1708	100.00	60	0	0	1	60	1020	1079	5e-28	119
A_07_P042114	ECs0896	98.33	60	1	0	1	60	307	366	1e-25	111
A_07_P059786	ECs4262	100.00	60	0	0	1	60	130	189	5e-28	119
A_07_P045601	ECs3731	100.00	60	0	0	1	60	1767	1826	5e-28	119
A_07_P046220	ECs4341	100.00	60	0	0	1	60	1165	1224	5e-28	119
A_07_P006141	ECs3689	100.00	60	0	0	1	60	601	660	5e-28	119
A_07_P000343	ECs4002	100.00	60	0	0	1	60	798	857	5e-28	119
A_07_P048864	hlyB	100.00	60	0	0	1	60	1852	1911	5e-28	119
A_07_P037483	ECs4941	100.00	60	0	0	1	60	964	1023	5e-28	119
A_07_P018194	ECs4278	98.33	60	1	0	1	60	832	891	1e-25	111
A_07_P004144	ECs5282	96.49	57	2	0	4	60	784	840	2e-21	97.6
A_07_P000848	ECs3101	96.67	60	2	0	1	60	457	516	3e-23	103
A_07_P059887	ECs4324	100.00	60	0	0	1	60	289	348	5e-28	119
A_07_P054757	ECs2750	100.00	60	0	0	1	60	630	689	5e-28	119
A_07_P049604	ECs4528	100.00	60	0	0	1	60	451	510	5e-28	119
A_07_P048834	etpL	100.00	60	0	0	1	60	733	792	5e-28	119
A_07_P007083	ECs1731	100.00	60	0	0	1	60	581	640	5e-28	119
A_07_P054669	ECs2227	100.00	60	0	0	1	60	141	200	5e-28	119
A_07_P013164	ECs3292	96.55	58	2	0	1	58	401	458	5e-22	99.6
A_07_P043398	ECs0276	100.00	60	0	0	1	60	52	111	5e-28	119
A_07_P052453	ECs2077	100.00	60	0	0	1	60	627	686	5e-28	119
A_07_P041838	ECs4257	98.33	60	1	0	1	60	862	921	1e-25	111
A_07_P001620	ECs1461	100.00	60	0	0	1	60	861	920	5e-28	119
A_07_P054646	ECs2218	100.00	60	0	0	1	60	31	90	5e-28	119
A_07_P019581	ECs3402	98.33	60	1	0	1	60	748	807	1e-25	111
A_07_P018931	ECs4755	98.00	50	1	0	2	51	893	942	1e-19	91.7
A_07_P019325	ECs4835	98.33	60	1	0	1	60	921	980	1e-25	111
A_07_P056693	ECs0804	100.00	60	0	0	1	60	379	438	5e-28	119
A_07_P056131	ECs3638	100.00	60	0	0	1	60	702	761	5e-28	119
A_07_P033393	ECs0746	100.00	60	0	0	1	60	223	164	5e-28	119
A_07_P003641	ECs5196	98.33	60	1	0	1	60	723	782	1e-25	111
A_07_P032852	ECs3763	100.00	54	0	0	1	54	883	936	2e-24	107
A_07_P016721	ECs0632	100.00	60	0	0	1	60	1117	1176	5e-28	119
A_07_P017500	ECs5320	100.00	60	0	0	1	60	365	424	5e-28	119
A_07_P007912	ECs0267	100.00	60	0	0	1	60	197	256	5e-28	119
A_07_P004761	ECs0945	98.33	60	1	0	1	60	551	610	1e-25	111
A_07_P057621	ECs4610	100.00	60	0	0	1	60	412	471	5e-28	119
